agent,workload,network,seen,condition,episode,seed,total_tasks_generated,num_completed,num_failed,completion_rate,avg_latency_ms,deadline_met_rate,total_energy_joules,final_time_ms,task_seed,duration_ms,truncated,num_decisions,episode_return,p95_latency_ms,late_completions,deadline_failures,sla_violations,rejections,fail_deadline_missed_while_running,raw_latency,raw_sla,raw_rejection,raw_balance,raw_energy,raw_utilization,w_latency,w_sla,w_rejection,w_balance,w_energy,w_utilization,m_latency_mean_ms,m_latency_p50_ms,m_latency_p95_ms,m_latency_p99_ms,m_latency_max_ms,m_excess_latency_mean_ms,m_on_time_rate,m_late_rate,m_deadline_failure_rate,m_rejection_rate,m_sla_violation_rate,m_completion_rate,m_makespan_s,m_throughput_tps,m_goodput_tps,m_energy_j,m_energy_per_task_j,m_mean_power_w,m_jain_server_tasks,m_jain_server_tasks_per_core,m_max_server_task_share,m_tasks_server1,m_tasks_server2,m_tasks_server3,m_tasks_server4,m_jain_user_completion,m_min_user_completion_rate,m_util_cpu_fleet,m_util_ram_fleet,m_util_variance_servers,m_util_std_servers,m_util_std_instant_mean,m_queue_mean_fill,m_queue_max_seen,m_util_server1,m_queue_server1,m_util_server2,m_queue_server2,m_util_server3,m_queue_server3,m_util_server4,m_queue_server4,fail_server_full_or_incompatible
ECT,burst,congested,True,burst_congested,0,90000,172.0,5.0,167.0,0.029069767441860465,1146.0788094279565,1.0,8254.14410191857,76830.0,90000.0,10000.0,0.0,172.0,-553.6742890797163,1876.4284874523503,0.0,167.0,167.0,0.0,167.0,5.730394047139781,176.0,0.0,22.507965779496214,82.5414410191857,4.515858815395402,-2.8651970235698907,-528.0,0.0,-6.752389733848862,-16.508288203837143,0.45158588153953977,1146.0788094279565,1273.7028305175636,1876.4284874523503,1993.4676670520416,2022.7274619519644,584.9843393996694,0.029069767441860465,0.0,0.9709302325581395,0.0,0.9709302325581395,0.029069767441860465,76.83,0.06507874528179097,0.06507874528179097,8254.14410191857,47.9892098948754,107.43386830559118,0.5681818181818182,0.6944444444444444,0.6,1.0,1.0,0.0,3.0,0.13148253068932955,0.0,0.018660755938779364,0.010537097874678159,9.690848239601879e-05,0.0098442106029899,0.022279802822279076,0.0,0.0,0.024379711065254637,0.0,0.01324163066603608,0.0,0.0,0.0,0.023477313734913026,0.0,0.0
PPO,burst,congested,True,burst_congested,0,90000,172.0,5.0,167.0,0.029069767441860465,1146.0788094279565,1.0,6647.779788135592,61840.0,90000.0,10000.0,0.0,172.0,-550.6764971673168,1876.4284874523503,0.0,167.0,167.0,0.0,167.0,5.730394047139781,176.0,0.0,23.184891750459194,66.47779788135593,4.397269576619488,-2.8651970235698907,-528.0,0.0,-6.9554675251377605,-13.295559576271184,0.43972695766194847,1146.0788094279565,1273.7028305175636,1876.4284874523503,1993.4676670520416,2022.7274619519644,584.9843393996694,0.029069767441860465,0.0,0.9709302325581395,0.0,0.9709302325581395,0.029069767441860465,61.84,0.08085381630012936,0.08085381630012936,6647.779788135592,38.64988248916042,107.4996731587256,0.5681818181818182,0.6944444444444444,0.6,1.0,1.0,0.0,3.0,0.13148253068932955,0.0,0.01806780974489978,0.010328414823578264,8.481400878200501e-05,0.009209452143423355,0.018113202234951296,0.0,0.0,0.011413868135679725,0.0,0.014160411137010994,0.0,0.0,0.0,0.025902024310715626,0.0,0.0
FIFO,burst,congested,True,burst_congested,1,90001,181.0,0.0,181.0,0.0,0.0,0.0,34452.860954206255,321910.0,90001.0,10000.0,0.0,181.0,-688.8520214830029,0.0,0.0,181.0,181.0,0.0,181.0,0.0,191.0,0.0,156.5372179428894,344.5286095420625,0.148658082764131,0.0,-573.0,0.0,-46.96116538286674,-68.9057219084125,0.0148658082764131,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,321.91,0.0,0.0,34452.860954206255,190.34729808953733,107.02637679539701,,,,0.0,0.0,0.0,0.0,,0.0,0.0036284890044630492,0.0012758270414891522,0.00010429887117098734,0.010212681879456901,0.010212681879456894,0.0,0.0,0.02358517852900982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,burst,congested,True,burst_congested,1,90001,181.0,9.0,172.0,0.049723756906077346,1085.2986271845348,1.0,15466.795740539716,144040.0,90001.0,10000.0,0.0,181.0,-604.6355563128975,1824.6181528658767,0.0,172.0,172.0,0.0,172.0,9.767687644660814,182.5,0.0,73.31272718890868,154.66795740539715,6.756971471849492,-4.883843822330407,-547.5,0.0,-21.9938181566726,-30.93359148107943,0.67569714718495,1085.298627184535,1038.2083767967672,1824.6181528658767,2084.3677847932613,2149.3051927751076,522.0832518500088,0.049723756906077346,0.0,0.9502762430939227,0.0,0.9502762430939227,0.049723756906077346,144.04,0.062482643710080533,0.062482643710080533,15466.795740539716,85.45191016872771,107.37847639919269,0.45,0.49,0.6666666666666666,0.0,3.0,0.0,6.0,0.5087123866010967,0.0,0.030391360438432588,0.01229041552341376,0.00027507649031703407,0.01658543006126263,0.026402275250251347,0.0,0.0,0.00990238927582631,0.0,0.036459228084685436,0.0,0.0,0.0,0.03824099913487155,0.0,0.0
Random,burst,congested,True,burst_congested,1,90001,181.0,10.0,171.0,0.055248618784530384,1163.6966429858398,0.9,13921.843169065309,129580.0,90001.0,10000.0,0.0,181.0,-600.7900697955265,2201.8157491494494,1.0,171.0,172.0,0.0,171.0,11.636966429858399,182.0,0.0,72.99639552630329,139.2184316906531,7.71018415424312,-5.818483214929199,-546.0,0.0,-21.898918657890995,-27.843686338130617,0.7710184154243119,1163.6966429858398,899.797148347986,2201.8157491494494,2216.549931503564,2220.2334770920925,652.6380068993199,0.049723756906077346,0.0055248618784530384,0.9447513812154696,0.0,0.9502762430939227,0.055248618784530384,129.58,0.07717240314863404,0.06945516283377064,13921.843169065309,76.91626060257077,107.4382093615165,0.4807692307692308,0.5,0.6,0.0,4.0,0.0,6.0,0.39668951733762353,0.0,0.031651520663136784,0.011528161967845202,0.0003744688176856399,0.01935119680241095,0.031094329807813945,0.0,0.0,0.0,0.0,0.043302613455188176,0.0,0.005348217999638501,0.0,0.038818516133397825,0.0,0.0
Greedy,burst,congested,True,burst_congested,1,90001,181.0,4.0,177.0,0.022099447513812154,1033.651468838307,1.0,8663.442807301632,80660.0,90001.0,10000.0,0.0,181.0,-584.4377829857456,1274.3475258938097,0.0,177.0,177.0,0.0,177.0,4.134605875353228,188.0,0.0,4.702335453916366,86.63442807301632,3.6710620270917724,-2.067302937676614,-564.0,0.0,-1.4107006361749064,-17.326885614603263,0.3671062027091774,1033.651468838307,1090.3418051168994,1274.3475258938097,1296.3187615588186,1301.8115704750708,542.3416180260755,0.022099447513812154,0.0,0.9779005524861878,0.0,0.9779005524861878,0.022099447513812154,80.66,0.049590875278948676,0.049590875278948676,8663.442807301632,47.86432490221896,107.40692793580004,0.4,0.3558823529411764,0.75,0.0,3.0,0.0,1.0,0.25668276823824465,0.0,0.018165798555317733,0.006695386104409812,0.00011563348330099931,0.010753301042052126,0.020694657098478203,0.0,0.0,0.01423980905761278,0.0,0.0303882304563567,0.0,0.0,0.0,0.014353806879746366,0.0,0.0
ECT,burst,congested,True,burst_congested,1,90001,181.0,7.0,174.0,0.03867403314917127,1137.4760514863776,1.0,12389.0254239878,115330.0,90001.0,10000.0,0.0,181.0,-591.6569503983712,1916.057106085096,0.0,174.0,174.0,0.0,174.0,7.962332360404643,184.5,0.0,32.89788202220946,123.89025423987799,4.716312364695783,-3.9811661802023215,-553.5,0.0,-9.86936460666283,-24.7780508479756,0.4716312364695776,1137.4760514863774,955.0139344024478,1916.057106085096,2126.6555754371047,2179.3051927751076,592.5517031716064,0.03867403314917127,0.0,0.9613259668508287,0.0,0.9613259668508287,0.03867403314917127,115.33,0.06069539582068846,0.06069539582068846,12389.0254239878,68.44765427617568,107.42240027735888,0.49,0.45,0.5714285714285714,0.0,4.0,0.0,3.0,0.3744466477624417,0.0,0.026901512097940936,0.009904958067688102,0.00018173987518062135,0.013481093248717678,0.033313424371352145,0.0,0.0,0.024705461667850006,0.0,0.036976179974560805,0.0,0.0,0.0,0.02540066900654815,0.0,0.0
PPO,burst,congested,True,burst_congested,1,90001,181.0,7.0,174.0,0.03867403314917127,1137.4760514863776,1.0,6366.46025217335,59060.0,90001.0,10000.0,0.0,181.0,-578.4013075522937,1916.057106085096,0.0,174.0,174.0,0.0,174.0,7.962332360404643,184.5,0.0,28.811606137277995,63.6646025217335,4.5626097343871965,-3.9811661802023215,-553.5,0.0,-8.643481841183402,-12.7329205043467,0.4562609734387191,1137.4760514863774,955.0139344024478,1916.057106085096,2126.6555754371047,2179.3051927751076,592.5517031716064,0.03867403314917127,0.0,0.9613259668508287,0.0,0.9613259668508287,0.03867403314917127,59.06,0.11852353538774127,0.11852353538774127,6366.46025217335,35.17381354791906,107.79648242758805,0.49,0.45,0.5714285714285714,0.0,4.0,0.0,3.0,0.3744466477624417,0.0,0.02590536388756238,0.009412925008657496,0.00016867742890129322,0.012987587493499061,0.032162053094851414,0.0,0.0,0.024705461667850006,0.0,0.03547420914492264,0.0,0.0,0.0,0.024243661770486726,0.0,0.0
FIFO,burst,unseen,False,burst_unseen,0,90000,172.0,2.0,170.0,0.011627906976744186,641.3655826081799,1.0,20614.724652585654,192590.0,90000.0,10000.0,0.0,172.0,-620.7122481754064,908.1344489650478,0.0,170.0,170.0,0.0,170.0,1.2827311652163598,178.0,0.0,149.72405812175674,206.14724652585653,0.7578414890000545,-0.6413655826081799,-534.0,0.0,-44.917217436526954,-41.22944930517131,0.07578414890000548,641.3655826081799,641.3655826081799,908.1344489650478,931.8472370856582,937.7754341158109,254.15851782689393,0.011627906976744186,0.0,0.9883720930232558,0.0,0.9883720930232558,0.011627906976744186,192.59,0.010384755179396646,0.010384755179396646,20614.724652585654,119.85305030573055,107.03943430388729,0.25,0.25,1.0,2.0,0.0,0.0,0.0,0.13241379310344828,0.0,0.003357462575330934,0.0020877477511412035,8.929977120292418e-05,0.009449855618099367,0.009449855618099353,0.0,0.0,0.02182350673965107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,burst,unseen,False,burst_unseen,0,90000,172.0,18.0,154.0,0.10465116279069768,1215.3358282299814,1.0,10285.472553109897,95240.0,90000.0,10000.0,0.0,172.0,-551.6750012717807,2127.1795641531035,0.0,154.0,154.0,0.0,154.0,21.87604490813967,167.0,0.0,67.55949520311286,102.85472553109898,11.018148494427624,-10.938022454069834,-501.0,0.0,-20.26784856093386,-20.570945106219796,1.1018148494427618,1215.3358282299814,1269.1013831537643,2127.1795641531035,2233.6074233008844,2260.2143880878302,652.0994721225187,0.10465116279069768,0.0,0.8953488372093024,0.0,0.8953488372093024,0.10465116279069768,95.24,0.1889962200755985,0.1889962200755985,10285.472553109897,59.79925902970871,107.9953019016159,0.5126582278481012,0.8595238095238096,0.6666666666666666,2.0,3.0,1.0,12.0,0.5415110820609281,0.0,0.04906538520839265,0.022527457440881152,0.00023559391743666503,0.015349068943641664,0.055120395202452,0.0006666666666666666,1.0,0.019304195090555067,0.0,0.045101529953137154,0.0,0.045103067994383725,0.04,0.06228873828684367,0.0,0.0
Random,burst,unseen,False,burst_unseen,0,90000,172.0,22.0,150.0,0.12790697674418605,1101.3166249057297,0.9090909090909091,9174.263925935116,84850.0,90000.0,10000.0,0.0,172.0,-532.3577099818342,1753.4746357834704,2.0,150.0,152.0,0.0,150.0,24.228965747926047,160.0,0.0,76.5179972058578,91.74263925935117,10.606999057563776,-12.114482873963023,-480.0,0.0,-22.955399161757352,-18.34852785187023,1.0606999057563742,1101.3166249057294,1039.1236076368784,1753.4746357834704,2067.43446392865,2150.755118241683,561.6169358003654,0.11627906976744186,0.011627906976744186,0.872093023255814,0.0,0.8837209302325582,0.12790697674418605,84.85,0.2592810842663524,0.23571007660577492,9174.263925935116,53.338743755436724,108.12332263918817,0.4618320610687023,0.6578947368421053,0.6818181818181818,0.0,6.0,1.0,15.0,0.6967446228951396,0.0,0.05363485052281108,0.030650675205740996,0.0005577086584670668,0.023615856081604724,0.05185878636022484,0.0,0.0,0.009892711503361807,0.0,0.07003909242334154,0.0,0.03336667032856518,0.0,0.0606574322946482,0.0,0.0
Greedy,burst,unseen,False,burst_unseen,0,90000,172.0,14.0,158.0,0.08139534883720931,1305.132341471007,1.0,4430.275719424107,40420.0,90000.0,10000.0,0.0,172.0,-531.0083069398119,2047.2396659981227,0.0,158.0,158.0,0.0,158.0,18.271852780594095,170.5,0.0,8.900648766942096,44.30275719424107,11.583655194160514,-9.135926390297048,-511.5,0.0,-2.670194630082628,-8.860551438848212,1.1583655194160547,1305.132341471007,1291.884236983055,2047.2396659981227,2050.719573421065,2051.5895502768008,746.9582819728699,0.08139534883720931,0.0,0.9186046511627907,0.0,0.9186046511627907,0.08139534883720931,40.42,0.34636318654131615,0.34636318654131615,4430.275719424107,25.75741697339597,109.6060296740254,0.7424242424242424,0.6662042175360708,0.35714285714285715,4.0,5.0,0.0,5.0,0.4493531865757086,0.0,0.0545740869494712,0.027580806827833388,0.000987969417949393,0.03143198081491831,0.06792502861513858,0.0003375,1.0,0.07658327671838466,0.027,0.07620689432258503,0.0,0.0,0.0,0.0419114999360027,0.0,0.0
ECT,burst,unseen,False,burst_unseen,0,90000,172.0,13.0,159.0,0.0755813953488372,1221.7526317017202,1.0,2760.6169082631245,25100.0,90000.0,10000.0,0.0,172.0,-529.6461981987263,1799.7212883172995,0.0,159.0,159.0,0.0,159.0,15.882784212122363,170.0,0.0,23.72357457202398,27.60616908263124,9.335000954683734,-7.941392106061182,-510.0,0.0,-7.1170723716071915,-5.521233816526248,0.9335000954683724,1221.7526317017205,1354.6107088091803,1799.7212883172995,1865.5099295573036,1881.9570898673048,654.4313911060252,0.0755813953488372,0.0,0.9244186046511628,0.0,0.9244186046511628,0.0755813953488372,25.1,0.5179282868525896,0.5179282868525896,2760.6169082631245,16.050098303855375,109.98473738100097,0.7412280701754386,1.0,0.46153846153846156,2.0,4.0,1.0,6.0,0.42715155941536176,0.0,0.04015500797748555,0.021554516952104,1.0841714308489758e-05,0.0032926758583999363,0.050291991597422814,0.0,0.0,0.03834260939897938,0.0,0.03978309169621366,0.0,0.033180315352952135,0.0,0.042169533795257765,0.0,0.0
PPO,burst,unseen,False,burst_unseen,0,90000,172.0,14.0,158.0,0.08139534883720931,1189.983630948949,0.9285714285714286,2809.193423167583,25560.0,90000.0,10000.0,0.0,172.0,-531.1164373756495,1786.2645037495763,1.0,158.0,159.0,0.0,158.0,16.659770833285283,170.0,0.0,26.983621228036466,28.091934231675836,9.26921255739249,-8.329885416642641,-510.0,0.0,-8.095086368410934,-5.618386846335166,0.9269212557392486,1189.983630948949,1238.065005035595,1786.2645037495763,1886.818572643759,1911.9570898673048,631.9472947380416,0.0755813953488372,0.005813953488372093,0.9186046511627907,0.0,0.9244186046511628,0.08139534883720931,25.56,0.5477308294209703,0.5086071987480438,2809.193423167583,16.33251990213711,109.9058459768225,0.5444444444444444,0.75,0.6428571428571429,1.0,2.0,2.0,9.0,0.4226412432863891,0.0,0.03992083394056017,0.02112515384927173,0.0008339427105474813,0.028878066253602945,0.058759308333221016,0.0,0.0,0.01546636008053309,0.0,0.010565348294511542,0.0,0.07765420861100576,0.0,0.061353753212860684,0.0,0.0
FIFO,burst,unseen,False,burst_unseen,1,90001,181.0,2.0,179.0,0.011049723756906077,1058.3455284689412,1.0,22971.371928369324,214590.0,90001.0,10000.0,0.0,181.0,-660.8796082103629,1126.9568789110658,0.0,179.0,179.0,0.0,179.0,2.1166910569378823,189.0,0.0,156.35182902339963,229.71371928369322,0.27029881864539534,-1.0583455284689411,-567.0,0.0,-46.905548707019804,-45.94274385673865,0.027029881864539536,1058.3455284689412,1058.3455284689412,1126.9568789110658,1133.0556656170324,1134.580362293524,577.3892876688382,0.011049723756906077,0.0,0.988950276243094,0.0,0.988950276243094,0.011049723756906077,214.59,0.009320098793047207,0.009320098793047207,22971.371928369324,126.91365706281395,107.04772789211671,0.25,0.25,1.0,2.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.004379339202749515,0.0015505160640689212,0.00015193056577091484,0.012326011754453053,0.012326011754453052,0.0,0.0,0.028465704817871848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,burst,unseen,False,burst_unseen,1,90001,181.0,13.0,168.0,0.0718232044198895,1013.6781105951212,1.0,10079.097569216054,93490.0,90001.0,10000.0,0.0,181.0,-584.4378650715269,1561.371382338603,0.0,168.0,168.0,0.0,168.0,13.177815437736577,179.0,0.0,71.72231402259375,100.79097569216054,8.259319925516653,-6.588907718868288,-537.0,0.0,-21.516694206778123,-20.15819513843211,0.8259319925516665,1013.6781105951212,1081.8115704750708,1561.371382338603,1671.7184306878064,1699.3051927751076,474.93170714843404,0.0718232044198895,0.0,0.9281767955801105,0.0,0.9281767955801105,0.0718232044198895,93.49,0.13905230505936464,0.13905230505936464,10079.097569216054,55.68562192937046,107.80936537828703,0.6123188405797102,0.7458677685950414,0.5384615384615384,2.0,4.0,0.0,7.0,0.5995439263415607,0.0,0.040404889328383826,0.01598779363546024,0.0003553334873707157,0.018850291439941075,0.03804370712845952,0.0,0.0,0.031661773147666196,0.0,0.039234200606139635,0.0,0.0,0.0,0.05083386875818315,0.0,0.0
Random,burst,unseen,False,burst_unseen,1,90001,181.0,14.0,167.0,0.07734806629834254,1083.6704608893385,1.0,9392.04662554194,86900.0,90001.0,10000.0,0.0,181.0,-582.0240996734875,1857.1758885100478,0.0,167.0,167.0,0.0,167.0,15.171386452450742,178.5,0.0,70.60423480651467,93.92046625541938,10.269572457762072,-7.585693226225371,-535.5,0.0,-21.18127044195441,-18.78409325108388,1.0269572457762048,1083.670460889339,1002.3252781554136,1857.1758885100478,2149.776042616724,2222.9260811433937,560.1057645506627,0.07734806629834254,0.0,0.9226519337016574,0.0,0.9226519337016574,0.07734806629834254,86.9,0.16110471806674337,0.16110471806674337,9392.04662554194,51.88976036211017,108.07878740554591,0.46226415094339623,0.4959016393442623,0.6428571428571429,0.0,5.0,0.0,9.0,0.5212648938643263,0.0,0.049745817546886235,0.02009223335785914,0.0007389367733307797,0.027183391497949252,0.04812798682742299,0.0,0.0,0.0,0.0,0.06110714625199405,0.0,0.019864809712943,0.0,0.06373370556476698,0.0,0.0
Greedy,burst,unseen,False,burst_unseen,1,90001,181.0,13.0,168.0,0.0718232044198895,1209.8712151655852,0.9230769230769231,5058.287308246965,46580.0,90001.0,10000.0,0.0,181.0,-560.6511144298536,2340.7316850768857,1.0,168.0,169.0,0.0,168.0,15.728325797152607,180.5,0.0,6.508514528726982,50.58287308246965,7.821774438347186,-7.8641628985763035,-541.5,0.0,-1.952554358618093,-10.11657461649393,0.7821774438347217,1209.8712151655852,1081.8115704750708,2340.7316850768857,2593.625115225087,2656.848472762138,673.466626970342,0.06629834254143646,0.0055248618784530384,0.9281767955801105,0.0,0.9337016574585635,0.0718232044198895,46.58,0.279089738085015,0.25762129669386,5058.287308246965,27.946338719596493,108.59354461672316,0.65,0.7412280701754386,0.46153846153846156,2.0,5.0,0.0,6.0,0.5318829544880951,0.0,0.04009398244579897,0.017006409558417257,0.00047259518828575756,0.021739254547609436,0.042133414844057575,0.0,0.0,0.03421702065837946,0.0,0.061251466201373055,0.0,0.0,0.0,0.03463031094552256,0.0,0.0
ECT,burst,unseen,False,burst_unseen,1,90001,181.0,16.0,165.0,0.08839779005524862,1108.7336134330303,1.0,6743.253771446967,62160.0,90001.0,10000.0,0.0,181.0,-562.377723018217,1791.975684569677,0.0,165.0,165.0,0.0,165.0,17.739737814928485,177.5,0.0,28.68710054802108,67.43253771446967,10.847835965475365,-8.869868907464243,-532.5,0.0,-8.606130164406313,-13.486507542893937,1.0847835965475396,1108.7336134330303,958.9374761935851,1791.975684569677,2014.3848648766436,2069.9871599533853,586.3554880206877,0.08839779005524862,0.0,0.9116022099447514,0.0,0.9116022099447514,0.08839779005524862,62.16,0.2574002574002574,0.2574002574002574,6743.253771446967,37.25554569860203,108.48220353035663,0.5818181818181818,0.7305194805194806,0.5625,2.0,5.0,0.0,9.0,0.7017948492248913,0.0,0.049692335586260114,0.02092484647709554,0.0002552626395878432,0.015976940870762565,0.048435308971305636,0.0,0.0,0.02459899933950268,0.0,0.06200905007002142,0.0,0.028299439685743537,0.0,0.05341112066275782,0.0,0.0
PPO,burst,unseen,False,burst_unseen,1,90001,181.0,16.0,165.0,0.08839779005524862,1108.7336134330303,1.0,3451.933771447212,31400.0,90001.0,10000.0,0.0,181.0,-555.3664962876335,1791.975684569677,0.0,165.0,165.0,0.0,165.0,17.739737814928485,177.5,0.0,27.258478112741344,34.51933771447212,10.847835965475365,-8.869868907464243,-532.5,0.0,-8.177543433822406,-6.903867542894426,1.0847835965475396,1108.7336134330303,958.9374761935851,1791.975684569677,2014.3848648766436,2069.9871599533853,586.3554880206877,0.08839779005524862,0.0,0.9116022099447514,0.0,0.9116022099447514,0.08839779005524862,31.4,0.5095541401273885,0.5095541401273885,3451.933771447212,19.07145730081333,109.93419654290486,0.5818181818181818,0.7305194805194806,0.5625,2.0,5.0,0.0,9.0,0.7017948492248913,0.0,0.049692335586260114,0.02092484647709554,0.0002552626395878432,0.015976940870762565,0.048435308971305636,0.0,0.0,0.02459899933950268,0.0,0.06200905007002142,0.0,0.028299439685743537,0.0,0.05341112066275782,0.0,0.0
FIFO,variable,normal,True,variable_normal,0,90000,83.0,2.0,81.0,0.024096385542168676,1873.4179452408764,1.0,5660.275194281402,52700.0,90000.0,10000.0,0.0,83.0,-294.20341509683556,2556.9966283939193,0.0,81.0,81.0,0.0,81.0,3.7468358904817527,88.5,0.0,51.85707753828974,56.602751942814024,0.47676498455091687,-1.8734179452408763,-265.5,0.0,-15.557123261486936,-11.320550388562808,0.047676498455091705,1873.4179452408764,1873.4179452408764,2556.9966283939193,2617.759178007523,2632.949815410924,1176.9897669062398,0.024096385542168676,0.0,0.9759036144578314,0.0,0.9759036144578314,0.024096385542168676,52.7,0.03795066413662239,0.03795066413662239,5660.275194281402,68.19608667808919,107.40560140951426,0.25,0.25,1.0,2.0,0.0,0.0,0.0,0.13170731707317074,0.0,0.008908816796737058,0.0029150215404850034,0.0006287355855615145,0.025074600406816347,0.02507460040681634,0.0,0.0,0.057907309178790875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,variable,normal,True,variable_normal,0,90000,83.0,44.0,39.0,0.5301204819277109,787.4608920851578,1.0,3005.639681352783,25770.0,90000.0,10000.0,0.0,83.0,-170.2427555916508,1216.6760958061418,0.0,39.0,39.0,0.0,39.0,34.64827925174695,48.0,0.0,13.991388722490491,30.05639681352783,12.900800136753931,-17.324139625873475,-144.0,0.0,-4.197416616747148,-6.011279362705567,1.290080013675393,787.4608920851578,796.8102674019575,1216.6760958061418,2008.21497951012,2546.29405505906,290.7788991388719,0.5301204819277109,0.0,0.46987951807228917,0.0,0.46987951807228917,0.5301204819277109,25.77,1.7074117190531626,1.7074117190531626,3005.639681352783,36.212526281358834,116.63328216347625,0.7267267267267268,0.6954329031449692,0.38636363636363635,11.0,17.0,0.0,16.0,0.8380669520110917,0.0,0.12000113848185184,0.04625638030340566,0.0067941530777791675,0.08242665271487838,0.12173889011322221,0.0,0.0,0.23192144817506952,0.0,0.14831523357717377,0.0,0.008392644481673235,0.0,0.08241972085392776,0.0,0.0
Random,variable,normal,True,variable_normal,0,90000,83.0,33.0,50.0,0.39759036144578314,717.8111415321956,1.0,2330.10179239436,20180.0,90000.0,10000.0,0.0,83.0,-198.52149660043295,1310.4317766253616,0.0,50.0,50.0,0.0,50.0,23.68776767056245,59.5,0.0,15.448796311299432,23.301017923943597,11.172297130267983,-11.843883835281225,-178.5,0.0,-4.6346388933898295,-4.66020358478872,1.1172297130267976,717.8111415321956,707.7069867694408,1310.4317766253616,1743.2765375096512,1906.5624116040472,279.79037247534694,0.39759036144578314,0.0,0.6024096385542169,0.0,0.6024096385542169,0.39759036144578314,20.18,1.6352824578790883,1.6352824578790883,2330.10179239436,28.073515571016387,115.46589655076116,0.5707547169811321,0.7246575342465752,0.5757575757575758,4.0,10.0,0.0,19.0,0.9203185837152698,0.2,0.08620610841401917,0.03364489124437853,0.0021364812150766717,0.046222085793229534,0.08328493526119543,0.0,0.0,0.10849303504890709,0.0,0.1173449551344329,0.0,0.0,0.0,0.07238558645778391,0.0,0.0
Greedy,variable,normal,True,variable_normal,0,90000,83.0,38.0,45.0,0.4578313253012048,801.488026059952,1.0,1690.8204583554739,13540.0,90000.0,10000.0,0.0,83.0,-184.9495611528627,1434.3359936142558,0.0,45.0,45.0,0.0,45.0,30.456544990278168,55.0,0.0,8.810395006190472,16.908204583554735,13.034707608445244,-15.228272495139084,-165.0,0.0,-2.6431185018571406,-3.3816409167109467,1.3034707608445242,801.4880260599521,807.1706765482063,1434.3359936142558,1701.3592509551509,1809.1351603031635,318.0454598845528,0.4578313253012048,0.0,0.5421686746987951,0.0,0.5421686746987951,0.4578313253012048,13.54,2.806499261447563,2.806499261447563,1690.8204583554739,20.371330823559926,124.87595704250177,0.5519877675840978,0.7173135852911134,0.6052631578947368,5.0,10.0,0.0,23.0,0.8510480688515019,0.2,0.11833622868251693,0.04914299517309561,0.0007568246014209142,0.027510445314842036,0.10173000017625429,0.00023749999999999997,1.0,0.1355551716674284,0.007,0.10442392055043806,0.0,0.06615051967561392,0.009,0.13056907127674955,0.0,0.0
ECT,variable,normal,True,variable_normal,0,90000,83.0,53.0,30.0,0.6385542168674698,813.7926710200702,0.9811320754716981,1425.0995649316756,10230.0,90000.0,10000.0,0.0,83.0,-157.2994650186271,1430.601551962118,1.0,30.0,31.0,0.0,30.0,43.131011564063726,43.5,0.0,13.338338259112438,14.250995649316755,16.17741371001815,-21.565505782031863,-130.5,0.0,-4.001501477733731,-2.850199129863351,1.6177413710018154,813.7926710200704,789.3491613746514,1430.601551962118,1614.9714297859935,1686.2940550590602,329.6234291820491,0.6265060240963856,0.012048192771084338,0.3614457831325301,0.0,0.37349397590361444,0.6385542168674698,10.23,5.180840664711632,5.083088954056696,1425.0995649316756,17.16987427628525,139.305920325677,0.5649637972646823,0.8031145717463851,0.5849056603773585,5.0,16.0,1.0,31.0,0.8888499606767096,0.4,0.1595527793982024,0.06416419544339903,0.0033879038607860026,0.0582057029919406,0.11756205667913154,2.5e-05,1.0,0.1399615540867854,0.002,0.17019060212126666,0.0,0.03336667032856518,0.0,0.18002232419823805,0.0,0.0
PPO,variable,normal,True,variable_normal,0,90000,83.0,53.0,30.0,0.6385542168674698,801.6834006615101,1.0,1411.1750752960259,10100.0,90000.0,10000.0,0.0,83.0,-154.05735781644702,1487.917815344614,0.0,30.0,30.0,0.0,30.0,42.48922023506004,42.5,0.0,13.743320282598575,14.111750752960257,16.32598536454598,-21.24461011753002,-127.5,0.0,-4.122996084779573,-2.822350150592051,1.6325985364545987,801.6834006615102,779.871464539071,1487.917815344614,1690.3598110124585,1694.7643799619736,321.25087125959874,0.6385542168674698,0.0,0.3614457831325301,0.0,0.3614457831325301,0.6385542168674698,10.1,5.247524752475248,5.247524752475248,1411.1750752960259,17.002109340915975,139.72030448475505,0.5760869565217391,0.7773421519159961,0.5471698113207547,4.0,19.0,1.0,29.0,0.9003075021369222,0.4,0.1593533217015146,0.06423418968518055,0.0047356635005361076,0.06881615726365507,0.12933298228201376,0.0,0.0,0.08892771598910112,0.0,0.20425195804050797,0.0,0.030530736697939095,0.0,0.17436653021358606,0.0,0.0
